Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
Somalia,Somalia,1961,Earths,0.00780879757322113,0.0100401731447901,0.0427103334374811,0.000304590982156598,0.118751567001937,0.64478435446156,0.824399816601148,3A,SO
Somalia,Somalia,1962,Earths,0.00755789945412361,0.0107372950812877,0.0421015258034387,0.00028997852924711,0.121723920286499,0.637137750130945,0.819548369285542,3A,SO
Somalia,Somalia,1963,Earths,0.00761463029696554,0.00994701566074067,0.0434383639740248,0.000274311946165808,0.12596406639837,0.632097849348284,0.81933623762455,3A,SO
Somalia,Somalia,1964,Earths,0.00769210845583362,0.0113543780027379,0.0441962821429501,0.000259494754116246,0.129630699952004,0.62540656419271,0.81853952750035,3A,SO
Somalia,Somalia,1965,Earths,0.00822871198402486,0.0124577665421241,0.0499438353780013,0.000255645255593017,0.133638585268052,0.611400710744622,0.815925255172416,3A,SO
Somalia,Somalia,1966,Earths,0.00988229926093629,0.0128827252806484,0.0524261187194799,0.000240673529081259,0.136389441690042,0.60237610015829,0.814197358638478,3A,SO
Somalia,Somalia,1967,Earths,0.0103066697607479,0.0158162889970367,0.0515922449416179,0.000245874297632229,0.137639758792327,0.595626610900658,0.811227447690019,3A,SO
Somalia,Somalia,1968,Earths,0.010485357718809,0.0128705562972565,0.0518803514335315,0.000282900816255302,0.143263050586906,0.592555428074794,0.811337644927552,3A,SO
Somalia,Somalia,1969,Earths,0.0109433455783636,0.0130782352865687,0.0542905005677105,0.000268528326387612,0.144108596400354,0.576119289395245,0.798808495554631,3A,SO
Somalia,Somalia,1970,Earths,0.0122082164648439,0.0129237710540038,0.0613523588567127,0.000352309940521358,0.15230131046891,0.576514676470462,0.815652643255455,3A,SO
Somalia,Somalia,1971,Earths,0.0108012688404646,0.013883472497427,0.0633412506254201,0.000357031639236211,0.156017108308068,0.56702003169051,0.811420163601125,3A,SO
Somalia,Somalia,1972,Earths,0.0143286654804441,0.0171379505272744,0.0714282351895994,0.000371439313000599,0.16051117872137,0.569778828480207,0.833556297711895,3A,SO
Somalia,Somalia,1973,Earths,0.0117010752928545,0.0235682137027484,0.0566012009827569,0.000373078139879881,0.167984615665606,0.578224358426112,0.83845254220996,3A,SO
Somalia,Somalia,1974,Earths,0.0121288532536152,0.0237214183504559,0.0545205337297643,0.000369152228700316,0.182591535771032,0.586337572450372,0.85966906578394,3A,SO
Somalia,Somalia,1975,Earths,0.0156202496617057,0.0285804561097754,0.083049743660537,0.00102980389075251,0.169178462691171,0.54928711810299,0.84674583411693,3A,SO
Somalia,Somalia,1976,Earths,0.0164940138219822,0.0216046027796267,0.0770982858526237,0.000626290605553716,0.161844858450825,0.511008523050896,0.788676574561506,3A,SO
Somalia,Somalia,1977,Earths,0.0167612608382877,0.0353726219227693,0.0772850955505368,0.0011285098092094,0.147787050194741,0.482182233993957,0.7605167723095,3A,SO
Somalia,Somalia,1978,Earths,0.0166602461660139,0.0324144077823624,0.0622618253958267,0.000818629439818105,0.137246315117889,0.435029389360424,0.684430813262334,3A,SO
Somalia,Somalia,1979,Earths,0.0174241540052927,0.0236460937611946,0.0611021552017631,0.000978148311615776,0.13615361951901,0.409438374530653,0.64874254532953,3A,SO
Somalia,Somalia,1980,Earths,0.0177816178698364,0.0275730621351862,0.0684561701062437,0.00136107078040427,0.138325869143927,0.381452983621146,0.634950773656745,3A,SO
Somalia,Somalia,1981,Earths,0.0222827906685467,0.0164292895591672,0.0894576047015109,0.00058909958157328,0.139582740048859,0.379871948269177,0.648213472828834,3A,SO
Somalia,Somalia,1982,Earths,0.02557636342072,0.0252039354021027,0.0927038406858826,0.00058642349318009,0.144445354059705,0.375159644664639,0.663675561726228,3A,SO
Somalia,Somalia,1983,Earths,0.0201089892384701,0.0337432835950249,0.069988516513816,0.0010567090761165,0.1591930787036,0.405057532891397,0.689148110018423,3A,SO
Somalia,Somalia,1984,Earths,0.0241233742024749,0.0305189288852568,0.0863687684686448,0.00213646971915666,0.165759485321816,0.420996233462144,0.729903260059495,3A,SO
Somalia,Somalia,1985,Earths,0.0294437460216837,0.0363526980367302,0.0968324756084277,0.0017643579178308,0.170432485842971,0.411774713532333,0.746600476959976,3A,SO
Somalia,Somalia,1986,Earths,0.0275689847617528,0.0328354948509012,0.0977628323406793,0.00198460897244541,0.177201843167863,0.415592603617431,0.752946367711071,3A,SO
Somalia,Somalia,1987,Earths,0.0287061217490611,0.0307555198731974,0.103291521591143,0.00211221466349624,0.17876916644956,0.419322916128732,0.76295746045519,3A,SO
Somalia,Somalia,1988,Earths,0.0302057966281065,0.0308256336232152,0.0982888259582783,0.00206018487872,0.186414982855376,0.433872563542137,0.781667987485834,3A,SO
Somalia,Somalia,1989,Earths,0.0334722683306077,0.028990808623997,0.104700308328518,0.00197309296590495,0.187349304508736,0.430424964147285,0.786910746905049,3A,SO
Somalia,Somalia,1990,Earths,0.0289532371828631,0.0231552414837388,0.0910311800132527,0.00201436187850104,0.189768668914025,0.428032075124726,0.762954764597107,3A,SO
Somalia,Somalia,1991,Earths,0.0195376096695942,0.0245925640657362,0.0691322235202213,0.00247180178284578,0.200865864300783,0.438073273550259,0.754673336889439,3A,SO
Somalia,Somalia,1992,Earths,0.0127256416580845,0.0251694492583683,0.0716948620122191,0.0026721717483422,0.218626462605576,0.42705457426629,0.757943161548882,3A,SO
Somalia,Somalia,1993,Earths,0.0142395535759446,0.0246791704584701,0.0632056829234562,0.0030353523208501,0.228067301651557,0.44035209412489,0.77357915505517,3A,SO
Somalia,Somalia,1994,Earths,0.0213036958939333,0.026445772959928,0.0757320224656678,0.00339494212069628,0.23526473514417,0.43678205069833,0.798923219282723,3A,SO
Somalia,Somalia,1995,Earths,0.0178073528705171,0.0266780998871359,0.0601589874035136,0.00352907134428956,0.245471956714709,0.40971003696934,0.763355505189504,3A,SO
Somalia,Somalia,1996,Earths,0.0175834465961485,0.0264312250774153,0.0581050958232634,0.00339966644495681,0.250571256412022,0.405807543184098,0.761898233537902,3A,SO
Somalia,Somalia,1997,Earths,0.018854057574421,0.0256153139232145,0.0586117231350413,0.00279384635069218,0.257258830523192,0.381330463797338,0.7444642353039,3A,SO
Somalia,Somalia,1998,Earths,0.0146326486747153,0.0254385686696289,0.0643917794068078,0.0028875426638812,0.259234218085493,0.405919484105108,0.772504241605635,3A,SO
Somalia,Somalia,1999,Earths,0.0185016257308777,0.0238539740511871,0.0711265474112237,0.00313502124738642,0.262625494165107,0.385181603590189,0.764424266195969,3A,SO
Somalia,Somalia,2000,Earths,0.0210324141448716,0.0225558809169717,0.0747240278507681,0.00260386865464803,0.264904074700653,0.38738197760552,0.773202243873433,3A,SO
Somalia,Somalia,2001,Earths,0.022522540090676,0.023245414497035,0.0669364618954803,0.00331195125373489,0.269402309902014,0.404637738312147,0.790056415951089,3A,SO
Somalia,Somalia,2002,Earths,0.0207381532186749,0.0253993169049801,0.074969124128524,0.00278206863040117,0.274192984238839,0.384680960580267,0.782762607701688,3A,SO
Somalia,Somalia,2003,Earths,0.0194626817886266,0.027036902430868,0.0733133981685794,0.00293638244306433,0.283255899895276,0.377626634001892,0.783631898728305,3A,SO
Somalia,Somalia,2004,Earths,0.0179384002992204,0.0260023733311767,0.0744964831139773,0.00269856200247168,0.281088072409506,0.359842698839587,0.762066589995941,3A,SO
Somalia,Somalia,2005,Earths,0.0172497172325538,0.0270075158394704,0.082846728170543,0.00227916678214349,0.287279247301625,0.348026023284201,0.76468839861054,3A,SO
Somalia,Somalia,2006,Earths,0.0183202444675253,0.0294790702514404,0.083523383420949,0.00314523211206421,0.295734683665989,0.333603960104909,0.763806574022877,3A,SO
Somalia,Somalia,2007,Earths,0.0183445079634407,0.0306278816645749,0.0699942274603112,0.00293425848244285,0.292815199535905,0.318298455991779,0.733014531098452,3A,SO
Somalia,Somalia,2008,Earths,0.0181710450161652,0.0296156736486604,0.0862379278406219,0.00286836663105215,0.301373974919685,0.328368412318336,0.766635400374523,3A,SO
Somalia,Somalia,2009,Earths,0.0182587723369819,0.0333058571416268,0.0851332569455734,0.00295580820182682,0.308882464222053,0.322674667702982,0.771210826551045,3A,SO
Somalia,Somalia,2010,Earths,0.0226599430747434,0.0333276734335037,0.0722443248799594,0.00299691577025008,0.313577419269457,0.313099369700572,0.757905646128484,3A,SO
Somalia,Somalia,2011,Earths,0.0174531487483874,0.0337109768671325,0.0715305113457222,0.00308653313491744,0.31653068956977,0.276414220946115,0.718726080612045,3A,SO
Somalia,Somalia,2012,Earths,0.0256697124207594,0.0322264784478541,0.0826412710763604,0.00311525668559907,0.320445670163282,0.266669388992706,0.730767777786559,3A,SO
Somalia,Somalia,2013,Earths,0.0233718837313643,0.0338475709014231,0.0851280189098392,0.00335000325540329,0.319821924147266,0.27635976881127,0.741879169756564,3A,SO
Somalia,Somalia,2014,Earths,0.0195799281719326,0.0310227668483992,0.0767379822547113,0.00342285178047597,0.315467624035643,0.272457377986115,0.718688531077279,3A,SO
