Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
Guyana,Guyana,1961,Earths,0.0145895523345504,0.220608051148052,0.123164423843756,0.00226634496328306,0.25009415653843,0.0747734089150943,0.685495937743167,3A,GY
Guyana,Guyana,1962,Earths,0.0156063694030844,0.2086688949313,0.132366596316247,0.0024092379459255,0.243886324331635,0.103774495886969,0.706711918815162,3A,GY
Guyana,Guyana,1963,Earths,0.0126494617356629,0.210344922069122,0.107939879798563,0.00323766742098881,0.228713581257496,0.11606099764491,0.678946509926744,3A,GY
Guyana,Guyana,1964,Earths,0.0170654539358846,0.211022786633776,0.155960514686756,0.00386344264485457,0.238903074469472,0.136478005549299,0.763293277920043,3A,GY
Guyana,Guyana,1965,Earths,0.0164032706199309,0.299855415999885,0.127428234595737,0.00488058852447477,0.243051053700051,0.172937115148573,0.864555678588653,3A,GY
Guyana,Guyana,1966,Earths,0.0184994046915939,0.310628786823706,0.13977308317374,0.00478586179653804,0.2576667540193,0.186237506722461,0.917591397227341,3A,GY
Guyana,Guyana,1967,Earths,0.0167607140921022,0.352640598120788,0.121632857584859,0.00601594514262399,0.248556232417283,0.17199727274165,0.917603620099305,3A,GY
Guyana,Guyana,1968,Earths,0.0152387538153408,0.385729585785739,0.110324692569147,0.00781000036125629,0.252184743118535,0.179540624185329,0.950828399835344,3A,GY
Guyana,Guyana,1969,Earths,0.0175807183974937,0.383732967000149,0.145090542187831,0.00771782525370589,0.254248609581114,0.160460463703988,0.968831126124282,3A,GY
Guyana,Guyana,1970,Earths,0.0172945560339626,0.44296652813395,0.150759457207498,0.00801136070783806,0.264750139502814,0.150838398537747,1.03462044012381,3A,GY
Guyana,Guyana,1971,Earths,0.0186261416207638,0.457581782763111,0.143340565337599,0.00651436441130489,0.254683177193346,0.147966783973789,1.02871281529991,3A,GY
Guyana,Guyana,1972,Earths,0.016576473039172,0.454141781277004,0.129891759130153,0.00821927440109274,0.258253085962129,0.16832039022267,1.03540276403222,3A,GY
Guyana,Guyana,1973,Earths,0.0164347130576871,0.50964489040907,0.157053485031822,0.00916398354918058,0.255544081307097,0.177733009465498,1.12557416282035,3A,GY
Guyana,Guyana,1974,Earths,0.0213767311640245,0.446390365799532,0.19627035447564,0.0126060612915149,0.277434881111716,0.162467299334044,1.11654569317647,3A,GY
Guyana,Guyana,1975,Earths,0.0211694335136988,0.48429311726393,0.182387993785583,0.0105699332572847,0.237979611906233,0.167615394755873,1.1040154844826,3A,GY
Guyana,Guyana,1976,Earths,0.0165577389804073,0.39970511491535,0.133124320568035,0.0106524357208027,0.234927569888131,0.174203666479783,0.969170846552509,3A,GY
Guyana,Guyana,1977,Earths,0.0204788682418248,0.423432490228627,0.204584820574194,0.0187050025978877,0.220100525087943,0.149805261551274,1.03710696828175,3A,GY
Guyana,Guyana,1978,Earths,0.0195731912112733,0.404363147884061,0.182361885851886,0.0204290331593735,0.224640039432803,0.127520099243437,0.978887396782831,3A,GY
Guyana,Guyana,1979,Earths,0.016283852163462,0.306168073018656,0.173952426639402,0.0217393483319042,0.236700053463018,0.0761492213673815,0.830992974983824,3A,GY
Guyana,Guyana,1980,Earths,0.0173008100319568,0.373451764250371,0.183425334353526,0.020607995456405,0.250724469935342,0.0858631646285345,0.931373538656136,3A,GY
Guyana,Guyana,1981,Earths,0.0176212300257504,0.383140523579462,0.183983652520873,0.0243112413910742,0.247871050861658,0.0789003159276442,0.935828014306462,3A,GY
Guyana,Guyana,1982,Earths,0.0186126412530165,0.296316267228505,0.194245168072289,0.0228960104592624,0.256257993415164,0.067009612273601,0.855337692701839,3A,GY
Guyana,Guyana,1983,Earths,0.0162644219078745,0.2587503500559,0.163074546688152,0.026566541281861,0.268833143264709,0.0594658379337195,0.792954841132216,3A,GY
Guyana,Guyana,1984,Earths,0.0181996886960508,0.283263576478741,0.182514484475175,0.0290190296308023,0.27233206257806,0.0297110589940761,0.815039900852908,3A,GY
Guyana,Guyana,1985,Earths,0.0175625090686557,0.286911889332275,0.183787395473364,0.0296956958187275,0.292174513943821,0.0189668558666604,0.829098859503505,3A,GY
Guyana,Guyana,1986,Earths,0.0187736647617338,0.210175882677611,0.210450210069591,0.0295411876279005,0.294449517278287,0.0184068106116158,0.78179727302674,3A,GY
Guyana,Guyana,1987,Earths,0.0175476772738167,0.265212498007042,0.20025746161279,0.0293572152124335,0.306392168339884,0.027520763665729,0.846287784111696,3A,GY
Guyana,Guyana,1988,Earths,0.0160580983450513,0.291304364628386,0.208684840559748,0.0285805802050199,0.328773306983341,0.0401676870652545,0.913568877786802,3A,GY
Guyana,Guyana,1989,Earths,0.01597370316381,0.23765168218905,0.20593313718907,0.0269123111247489,0.329635323306449,0.0477994175629206,0.863905574536048,3A,GY
Guyana,Guyana,1990,Earths,0.0138322783044794,0.221788308459532,0.18095463076251,0.0297021460851181,0.308819206741156,0.059294841635518,0.814391411988313,3A,GY
Guyana,Guyana,1991,Earths,0.0178152693079281,0.218039887481857,0.239945414482696,0.0310795168214423,0.309364944170024,0.0577536850147677,0.873998717278714,3A,GY
Guyana,Guyana,1992,Earths,0.0194370859738536,0.244246074849162,0.216583571805703,0.0338818890564181,0.318573270900498,0.081231535268108,0.913953427853742,3A,GY
Guyana,Guyana,1993,Earths,0.0218077688244745,0.269837319344011,0.238233587785767,0.0370689907252391,0.374790052520363,0.0826464407195512,1.02438415991941,3A,GY
Guyana,Guyana,1994,Earths,0.0241221474317758,0.375846091246073,0.21941419957539,0.0369694930136188,0.420737057571897,0.0696945354794499,1.1467835243182,3A,GY
Guyana,Guyana,1995,Earths,0.03002344429799,0.428423478141737,0.299323894043685,0.0384783341376833,0.440953981946113,0.0414368419019048,1.27863997446911,3A,GY
Guyana,Guyana,1996,Earths,0.0320195140778477,0.463739274222156,0.266496873298886,0.0378078374135351,0.42365780036621,0.0393713749931418,1.26309267437178,3A,GY
Guyana,Guyana,1997,Earths,0.033828877328929,0.504236999123686,0.28611120864045,0.0474497857284918,0.465072371234912,0.0375475083066743,1.37424675036314,3A,GY
Guyana,Guyana,1998,Earths,0.0306188771918905,0.534327624798104,0.281457612857115,0.0325626221174998,0.384260000261482,0.0415147931983391,1.30474153042443,3A,GY
Guyana,Guyana,1999,Earths,0.0334794180339148,0.539958102645508,0.309869529032655,0.0600516153228684,0.413275425028807,0.0501637317651861,1.40679782182894,3A,GY
Guyana,Guyana,2000,Earths,0.0316236878010654,0.473130244402379,0.295610808123173,0.037028248455446,0.313416337024364,0.0579666925458206,1.20877601835225,3A,GY
Guyana,Guyana,2001,Earths,0.0343979095115427,0.395354978619538,0.313310488424556,0.034136096137047,0.346898865953407,0.0341084175444512,1.15820675619054,3A,GY
Guyana,Guyana,2002,Earths,0.0331439903297469,0.564694823497593,0.330129665683544,0.0364897917147246,0.35052728947078,0.04786067060127,1.36284623129766,3A,GY
Guyana,Guyana,2003,Earths,0.0358929817172803,0.504690170353298,0.359879786938703,0.0447236776292987,0.367375949965099,0.0668158959130497,1.37937846251673,3A,GY
Guyana,Guyana,2004,Earths,0.0358801062192395,0.4700929688312,0.292661454964825,0.0385002224787262,0.422294978479234,0.0800949849595374,1.33952471593276,3A,GY
Guyana,Guyana,2005,Earths,0.0318060695719967,0.458577179535356,0.26475688415877,0.0343757128585307,0.43874100729413,0.0975033872558676,1.32576024067465,3A,GY
Guyana,Guyana,2006,Earths,0.0352133202138794,0.384090935524353,0.325191107406101,0.0322696618331662,0.441398210256673,0.0736557526790984,1.29181898791327,3A,GY
Guyana,Guyana,2007,Earths,0.0336232834882588,0.580780222729095,0.307276612175523,0.0193668821776837,0.424832214156373,0.0999862999302279,1.46586551465716,3A,GY
Guyana,Guyana,2008,Earths,0.0350670227260031,0.625286585768526,0.318366128172426,0.00756947030383932,0.424612306189094,0.0748274567652844,1.48572896992518,3A,GY
Guyana,Guyana,2009,Earths,0.037872322650827,0.622464739597814,0.343222708942065,0.0230851372932842,0.451570854213202,0.080099584650434,1.55831534734762,3A,GY
Guyana,Guyana,2010,Earths,0.0387114917848259,0.517421616432091,0.400969581356588,0.0284110752697275,0.464054567768979,0.0707696436821152,1.52033797629433,3A,GY
Guyana,Guyana,2011,Earths,0.0406275572194869,0.732006281028008,0.448312399750763,0.0266834853359097,0.474186405249175,0.0705051028744093,1.79232123145775,3A,GY
Guyana,Guyana,2012,Earths,0.0403926419594672,0.867130888317659,0.463517464307783,0.0307512027542486,0.466672134678541,0.0973018921820471,1.96576622419975,3A,GY
Guyana,Guyana,2013,Earths,0.0484783806356753,0.835807236090928,0.459131433837054,0.026657135418464,0.490039120762537,0.048740653580327,1.90885396032499,3A,GY
Guyana,Guyana,2014,Earths,0.0417354415376834,0.736539513786821,0.380021967956553,0.0231759970097074,0.460256168294872,0.0657230419888329,1.70745213057447,3A,GY
