Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
Indonesia,Indonesia,1961,Earths,0.00630676802130422,0.0155742248852828,0.0808213698860069,0.0139011514151394,0.344318467782131,0.00555998939381436,0.466481971383679,3A,ID
Indonesia,Indonesia,1962,Earths,0.00699752372642986,0.012941448566791,0.0879206772158957,0.0143985811591418,0.333682178047278,0.00514627009716309,0.461086678812698,3A,ID
Indonesia,Indonesia,1963,Earths,0.00633527597950491,0.0148862084061102,0.0765919079834188,0.0144471971762053,0.325088322734768,0.00514541353244893,0.442494325812455,3A,ID
Indonesia,Indonesia,1964,Earths,0.00708185675864642,0.0153777630240148,0.0827475849856157,0.0150775407327912,0.315707325569494,0.00504518174395942,0.441037252814521,3A,ID
Indonesia,Indonesia,1965,Earths,0.00718835730044179,0.0185080045624622,0.0786976969587727,0.016278178852206,0.307496640568448,0.00562320450466441,0.433792082746996,3A,ID
Indonesia,Indonesia,1966,Earths,0.00799018286712305,0.0188236497189331,0.0845914967172214,0.0178081970102677,0.297478921174464,0.00532735045713389,0.432019797945142,3A,ID
Indonesia,Indonesia,1967,Earths,0.00755328292152383,0.0217504620730974,0.0781800182110807,0.0170891080172883,0.28980302881643,0.00473960284717791,0.419115502886598,3A,ID
Indonesia,Indonesia,1968,Earths,0.00909112761687456,0.0246292910311876,0.093048125099993,0.0184386471937526,0.2812684210386,0.00559074742649583,0.432066359406906,3A,ID
Indonesia,Indonesia,1969,Earths,0.00945471958825809,0.0293922041744408,0.0939776547081843,0.0181549659139584,0.271937462386504,0.00448856737981222,0.427405574151156,3A,ID
Indonesia,Indonesia,1970,Earths,0.0101742567017756,0.0311383898986045,0.0994374932385016,0.0178497094517663,0.263108047235795,0.00404567145883546,0.425753567985278,3A,ID
Indonesia,Indonesia,1971,Earths,0.0108395883159445,0.0338149619364244,0.102290780158277,0.0178073856139564,0.256192972903679,0.00425792030537954,0.425203609233662,3A,ID
Indonesia,Indonesia,1972,Earths,0.0107778961171291,0.0369694363821228,0.100701083285988,0.0195730197963088,0.254649199556483,0.00428641913727267,0.426957054275304,3A,ID
Indonesia,Indonesia,1973,Earths,0.0119802179409822,0.0401658947079026,0.113946819235008,0.0200285591157346,0.255907570261688,0.0042642793056226,0.446293340566937,3A,ID
Indonesia,Indonesia,1974,Earths,0.0125030547858999,0.0445629000581613,0.113071752626203,0.0217476077910363,0.248290656850256,0.00423790582227162,0.444413877933828,3A,ID
Indonesia,Indonesia,1975,Earths,0.0120605536222894,0.046807773709573,0.10531898688543,0.0217427319514421,0.233468814380687,0.00409462645007734,0.423493486999498,3A,ID
Indonesia,Indonesia,1976,Earths,0.0128840235751374,0.0482179195696523,0.112809606613361,0.0236628659715143,0.230583025793475,0.00450537397581516,0.432662815498955,3A,ID
Indonesia,Indonesia,1977,Earths,0.0131099077421878,0.0534683759929443,0.112922968577555,0.0237346446262551,0.221755298486635,0.00491081886197086,0.429902014287547,3A,ID
Indonesia,Indonesia,1978,Earths,0.0147054608654762,0.0617601316651796,0.123789876295111,0.0242821828316675,0.220327099646784,0.00518520077657006,0.450049952080788,3A,ID
Indonesia,Indonesia,1979,Earths,0.0156926372638071,0.0690267105084409,0.127634570415549,0.0259533156589869,0.212848368214113,0.00517608903437553,0.456331691095272,3A,ID
Indonesia,Indonesia,1980,Earths,0.0167886641271471,0.0804518664225359,0.13361254951457,0.0281543664910237,0.217895745881948,0.00527963662764869,0.482182829064873,3A,ID
Indonesia,Indonesia,1981,Earths,0.0178210587408414,0.0907858663944855,0.137569537715037,0.0298821593878437,0.218965835013386,0.00549698564846113,0.500521442900055,3A,ID
Indonesia,Indonesia,1982,Earths,0.01805081768257,0.0956002539766284,0.13584214284734,0.0332692632389323,0.219174971260548,0.00536109418753429,0.507298543193554,3A,ID
Indonesia,Indonesia,1983,Earths,0.0197219244132655,0.095440020603873,0.14540215642888,0.0361416563106894,0.218075756779467,0.00665996603318057,0.521441480569355,3A,ID
Indonesia,Indonesia,1984,Earths,0.0220616275643519,0.0859171353370315,0.155581131826107,0.0357347433230722,0.21094797283151,0.00560787506428669,0.515850485946362,3A,ID
Indonesia,Indonesia,1985,Earths,0.0210463944329583,0.0849292361386401,0.151220796441452,0.0367819012655909,0.20055061104395,0.00576321255211136,0.500292151874705,3A,ID
Indonesia,Indonesia,1986,Earths,0.0218612573783013,0.0935437502019233,0.165361472216187,0.0378730307875297,0.200333678030631,0.00623573700235757,0.525208925616928,3A,ID
Indonesia,Indonesia,1987,Earths,0.0215435545908776,0.0978931333262349,0.168342516974287,0.0401796167369339,0.200313751332829,0.00613015359320321,0.534402726554368,3A,ID
Indonesia,Indonesia,1988,Earths,0.0219588373798777,0.103540261371751,0.170708851900107,0.0434925251174889,0.201421933586019,0.00647036508776104,0.547592774443004,3A,ID
Indonesia,Indonesia,1989,Earths,0.0235537189294673,0.107709809594494,0.177583419177779,0.0457108832624422,0.196506470544476,0.00641081833584426,0.5574751198445,3A,ID
Indonesia,Indonesia,1990,Earths,0.0242267620331507,0.136697664761871,0.18131452522172,0.0442523532438958,0.184792458373052,0.00647263154084973,0.577756395174538,3A,ID
Indonesia,Indonesia,1991,Earths,0.026107427449369,0.148440191632957,0.182866712470911,0.0462698994956876,0.185516474594919,0.00691978688124839,0.596120492525094,3A,ID
Indonesia,Indonesia,1992,Earths,0.028436569536546,0.154501726881128,0.19653989021291,0.0510583090241703,0.181181135923826,0.00757620594867798,0.619293837527256,3A,ID
Indonesia,Indonesia,1993,Earths,0.0282447872405235,0.168290504939822,0.194058170282104,0.0551907264029013,0.179321127565125,0.00738074720869961,0.632486063639176,3A,ID
Indonesia,Indonesia,1994,Earths,0.0283726623694462,0.180849631573708,0.19749767050615,0.0602224891409038,0.172609563435024,0.00836634145333234,0.647918358478566,3A,ID
Indonesia,Indonesia,1995,Earths,0.029053746813628,0.211041120884432,0.220692018543957,0.0618693466868411,0.16353045093953,0.0106033809124512,0.696790064780838,3A,ID
